Geneid	Chr	Start	End	Strand	Length	TSS
ENSG00000166359	19	33132090	33132445	+	1841	33132090.0
ENSG00000130881	19	33177603	33177729	+	5095	33177603.0
ENSG00000267054	19	33178056	33178284	+	375	33178056.0
ENSG00000273420	19	33207129	33207639	+	511	33207129.0
ENSG00000130876	19	33208664	33209021	-	3111	33209021.0
ENSG00000267714	19	33217817	33217893	+	700	33217817.0
ENSG00000270212	19	33283978	33284239	-	569	33284239.0
ENSG00000267580	19	33299934	33300474	+	659	33299934.0
ENSG00000267727	19	33301279	33301634	+	482	33301279.0
ENSG00000245848	19	33299934	33302564	-	2631	33302564.0
ENSG00000267296	19	33302857	33305054	+	2198	33302857.0
ENSG00000267130	19	33305036	33305331	+	404	33305036.0
ENSG00000243864	19	33340686	33340763	+	803	33340686.0
ENSG00000266899	19	33360497	33361448	-	952	33361448.0
ENSG00000153879	19	33373330	33373895	+	4411	33373330.0
ENSG00000124299	19	33386950	33387481	-	4157	33387481.0
ENSG00000266985	19	33555568	33556171	+	1389	33555568.0
ENSG00000232429	19	33589206	33589688	-	483	33589688.0
ENSG00000124302	19	33621955	33622296	+	3052	33621955.0
ENSG00000153885	19	33795933	33796103	+	6388	33795933.0
ENSG00000277013	19	33906352	33908391	+	2040	33906352.0
ENSG00000240626	19	33927364	33927625	-	262	33927625.0
ENSG00000239253	19	34021659	34021895	+	237	34021659.0
ENSG00000249987	19	34022656	34023427	-	772	34023427.0
ENSG00000186008	19	34092561	34093310	-	750	34093310.0
ENSG00000270849	19	34126973	34127423	+	451	34126973.0
ENSG00000257103	19	34172504	34172763	+	4748	34172504.0
ENSG00000166398	19	34254537	34254614	+	7459	34254537.0
ENSG00000257074	19	34296277	34296592	-	316	34296592.0
ENSG00000267219	19	34348356	34348420	-	585	34348420.0
ENSG00000105220	19	34359480	34359606	+	9112	34359480.0
ENSG00000266953	19	34396315	34396430	+	974	34396315.0
ENSG00000126249	19	34404384	34404538	+	1431	34404384.0
ENSG00000264317	19	34421988	34422311	-	324	34422311.0
ENSG00000267024	19	34426112	34426401	-	442	34426401.0
ENSG00000126261	19	34428352	34428570	+	4815	34428352.0
ENSG00000142279	19	34481638	34482641	+	13733	34481638.0
ENSG00000239210	19	34533427	34533667	-	356	34533667.0
ENSG00000248830	19	34542462	34543939	-	1707	34543939.0
ENSG00000268751	19	34576733	34576994	-	616	34576994.0
ENSG00000205209	19	34593329	34593599	-	2990	34593599.0
ENSG00000271049	19	34634844	34635717	+	874	34634844.0
ENSG00000252230	19	34637696	34637781	-	86	34637781.0
ENSG00000268683	19	34638122	34638254	-	413	34638254.0
ENSG00000279971	19	34645380	34646838	+	1459	34645380.0
ENSG00000269811	19	34645662	34646070	+	409	34645662.0
ENSG00000279329	19	34675717	34677581	-	1865	34677581.0
ENSG00000089335	19	34677639	34677856	+	5032	34677639.0
ENSG00000274104	19	34733298	34733837	-	540	34733837.0
ENSG00000197841	19	34734155	34734360	+	6266	34734155.0
ENSG00000153896	19	34758076	34760559	-	6796	34760559.0
ENSG00000270281	19	34779412	34780021	-	610	34780021.0
ENSG00000267767	19	34788582	34788674	-	2266	34788674.0
ENSG00000261754	19	34811589	34814345	-	2757	34814345.0
ENSG00000271666	19	34825414	34825996	+	583	34825414.0
ENSG00000269086	19	34837889	34837995	+	6828	34837889.0
ENSG00000271109	19	34849278	34849549	-	842	34849549.0
ENSG00000270624	19	34866352	34866919	+	568	34866352.0
ENSG00000271649	19	34892029	34892296	-	471	34892296.0
ENSG00000270544	19	34902202	34902479	-	442	34902479.0
ENSG00000271171	19	34904392	34904752	-	458	34904752.0
ENSG00000269037	19	34905315	34906224	+	1657	34905315.0
ENSG00000270876	19	34923299	34923839	-	625	34923839.0
ENSG00000168661	19	34926903	34927216	+	2745	34926903.0
ENSG00000280106	19	34949038	34951205	-	2168	34951205.0
ENSG00000180884	19	34956354	34959571	-	4234	34959571.0
ENSG00000089351	19	34994784	34994825	+	5942	34994784.0
ENSG00000269303	19	34998233	34998601	-	565	34998601.0
ENSG00000271032	19	35014961	35015052	-	526	35015052.0
ENSG00000105711	19	35030684	35030860	+	4625	35030684.0
ENSG00000267874	19	35036334	35036563	+	405	35036334.0
ENSG00000105707	19	35040506	35040545	+	3380	35040506.0
ENSG00000227392	19	35059059	35059778	-	1124	35059778.0
ENSG00000179066	19	35105969	35107318	+	1350	35105969.0
ENSG00000089356	19	35115879	35115959	+	3334	35115879.0
ENSG00000153902	19	35124513	35125507	-	4532	35125507.0
ENSG00000266964	19	35138808	35138894	+	1926	35138808.0
ENSG00000221857	19	35138824	35138894	+	735	35138824.0
ENSG00000279619	19	35137645	35139580	-	1936	35139580.0
ENSG00000221946	19	35143250	35143364	+	1795	35143250.0
ENSG00000089327	19	35154730	35154809	+	2993	35154730.0
ENSG00000177558	19	35224800	35225212	-	1184	35225212.0
ENSG00000262497	19	35232291	35233003	-	713	35233003.0
ENSG00000105699	19	35248330	35248502	+	2916	35248330.0
ENSG00000271366	19	35251440	35251699	-	618	35251699.0
ENSG00000268947	19	35262846	35263098	+	1016	35262846.0
ENSG00000105698	19	35268978	35269163	+	4952	35268978.0
ENSG00000105697	19	35280716	35280927	+	3010	35280716.0
ENSG00000105695	19	35292125	35292204	+	2957	35292125.0
ENSG00000012124	19	35319261	35319432	+	6248	35319261.0
ENSG00000269553	19	35330843	35331064	+	435	35330843.0
ENSG00000126266	19	35351552	35353862	+	2311	35351552.0
ENSG00000185897	19	35358460	35358649	+	1855	35358460.0
ENSG00000126251	19	35370929	35371118	+	1863	35370929.0
ENSG00000268222	19	35382172	35382462	+	1394	35382172.0
ENSG00000205786	19	35399511	35399657	+	4107	35399511.0
ENSG00000283479	19	35407770	35408093	+	420	35407770.0
ENSG00000264400	19	35414881	35415149	-	269	35415149.0
ENSG00000233214	19	35424062	35424450	-	450	35424450.0
ENSG00000232680	19	35432957	35433102	-	1000	35433102.0
ENSG00000126262	19	35443907	35443922	+	2149	35443907.0
ENSG00000188508	19	35487324	35487466	-	661	35487466.0
ENSG00000161249	19	35497220	35497538	-	7444	35497538.0
ENSG00000189001	19	35523367	35523533	-	1986	35523533.0
ENSG00000105679	19	35533412	35533594	+	1519	35533412.0
ENSG00000236144	19	35540738	35541584	-	4859	35541584.0
ENSG00000105677	19	35545595	35545816	+	1932	35545595.0
ENSG00000105675	19	35550043	35550643	-	3889	35550643.0
ENSG00000224910	19	35597907	35597957	+	362	35597907.0
ENSG00000267626	19	35608285	35608803	-	568	35608803.0
ENSG00000249115	19	35612744	35612892	+	5075	35612744.0
ENSG00000126254	19	35629030	35629281	+	2206	35629030.0
ENSG00000105672	19	35641745	35642156	+	2152	35641745.0
ENSG00000126267	19	35648223	35648403	+	936	35648223.0
ENSG00000105668	19	35666516	35666538	+	1366	35666516.0
ENSG00000226510	19	35667948	35668685	-	795	35668685.0
ENSG00000267190	19	35683778	35684201	-	424	35684201.0
ENSG00000011590	19	35704527	35704623	+	2770	35704527.0
ENSG00000272333	19	35718019	35718381	+	10279	35718019.0
ENSG00000126246	19	35738801	35739626	-	2203	35739626.0
ENSG00000267120	19	35739252	35739626	-	1925	35739626.0
ENSG00000161265	19	35742464	35742619	-	2875	35742619.0
ENSG00000205155	19	35745114	35745700	+	1845	35745114.0
ENSG00000188223	19	35745678	35745700	+	1037	35745678.0
ENSG00000267439	19	35747057	35747481	-	2040	35747481.0
ENSG00000267796	19	35748361	35748758	+	2820	35748361.0
ENSG00000267328	19	35754566	35754871	+	660	35754566.0
ENSG00000004776	19	35754568	35755683	-	1722	35755683.0
ENSG00000167595	19	35758143	35758226	+	6327	35758143.0
ENSG00000267049	19	35769144	35769292	-	427	35769292.0
ENSG00000004777	19	35774532	35774816	+	5260	35774532.0
ENSG00000225872	19	35785697	35786621	-	4415	35786621.0
ENSG00000250799	19	35799988	35800222	-	2731	35800222.0
ENSG00000161270	19	35825964	35826645	-	5459	35826645.0
ENSG00000126259	19	35855861	35855965	+	3382	35855861.0
ENSG00000105290	19	35867899	35868273	+	3656	35867899.0
ENSG00000243968	19	35881890	35882153	+	264	35881890.0
ENSG00000167604	19	35887653	35888612	-	3198	35888612.0
ENSG00000126264	19	35902480	35902636	+	613	35902480.0
ENSG00000280194	19	35901561	35903855	-	2295	35903855.0
ENSG00000011600	19	35904401	35904634	-	907	35904634.0
ENSG00000126243	19	35935358	35935782	+	4044	35935358.0
ENSG00000267786	19	35947115	35947246	+	500	35947115.0
ENSG00000267113	19	35957121	35957382	-	262	35957382.0
ENSG00000267388	19	35960512	35960594	+	600	35960512.0
ENSG00000205138	19	35995199	35996315	+	1117	35995199.0
ENSG00000181392	19	36003307	36003520	-	2528	36003520.0
ENSG00000248101	19	36008638	36008691	-	1130	36008691.0
ENSG00000239382	19	36009120	36009553	-	4293	36009553.0
ENSG00000267698	19	36014508	36014586	+	643	36014508.0
ENSG00000105270	19	36014660	36016212	-	3772	36016212.0
ENSG00000161277	19	36034985	36035592	-	1825	36035592.0
ENSG00000075702	19	36054881	36055148	+	9775	36054881.0
ENSG00000280023	19	36070239	36071070	+	832	36070239.0
ENSG00000105261	19	36111151	36111296	+	747	36111151.0
ENSG00000105258	19	36113710	36113817	-	1269	36113817.0
ENSG00000105254	19	36114289	36114394	+	3326	36114289.0
ENSG00000279504	19	36114362	36115146	+	785	36114362.0
ENSG00000126247	19	36139575	36140157	+	3478	36139575.0
ENSG00000270760	19	36144081	36144149	-	379	36144149.0
ENSG00000161281	19	36150922	36151034	-	1006	36151034.0
ENSG00000267005	19	36173406	36173853	-	448	36173853.0
ENSG00000196357	19	36182060	36183733	-	3953	36183733.0
ENSG00000200179	19	36203347	36203459	-	113	36203459.0
ENSG00000167635	19	36214602	36215196	+	4146	36214602.0
ENSG00000267053	19	36304580	36304812	+	2674	36304580.0
ENSG00000232677	19	36313067	36313912	-	7201	36313912.0
ENSG00000142065	19	36334453	36341590	-	7817	36341590.0
ENSG00000266973	19	36378028	36378200	+	566	36378028.0
ENSG00000267363	19	36379351	36379405	-	249	36379405.0
ENSG00000181007	19	36383120	36384435	-	7506	36384435.0
ENSG00000267142	19	36421536	36422534	+	999	36421536.0
ENSG00000186017	19	36445119	36450001	-	6481	36450001.0
ENSG00000267309	19	36489649	36491040	+	1392	36489649.0
ENSG00000267091	19	36496916	36498159	-	1244	36498159.0
ENSG00000254004	19	36510695	36515699	-	5952	36515699.0
ENSG00000228629	19	36528318	36528481	+	434	36528318.0
ENSG00000186020	19	36534774	36534961	-	8173	36534961.0
ENSG00000233527	19	36573070	36573525	+	1868	36573070.0
ENSG00000161298	19	36604817	36605446	+	11318	36604817.0
ENSG00000197808	19	36637192	36640043	-	4204	36640043.0
ENSG00000276071	19	36668102	36669404	+	1303	36668102.0
ENSG00000225975	19	36685440	36685511	-	1138	36685511.0
ENSG00000189042	19	36687612	36687634	+	4724	36687612.0
ENSG00000267041	19	36714383	36714500	-	7850	36714500.0
ENSG00000267260	19	36773153	36773309	+	2050	36773153.0
ENSG00000267353	19	36773712	36775908	-	2197	36775908.0
ENSG00000267254	19	36797518	36797811	+	1506	36797518.0
ENSG00000197863	19	36817428	36820114	-	3851	36820114.0
ENSG00000251247	19	36850361	36850515	+	4738	36850361.0
ENSG00000206669	19	36858227	36858329	-	103	36858329.0
ENSG00000185869	19	36888124	36892471	-	7742	36892471.0
ENSG00000243297	19	36901742	36902117	+	376	36901742.0
ENSG00000198453	19	36916329	36916591	+	9437	36916329.0
ENSG00000197050	19	37007857	37008082	+	4023	37007857.0
ENSG00000275547	19	37024886	37025254	-	369	37025254.0
ENSG00000267345	19	37075113	37075176	-	572	37075176.0
ENSG00000267672	19	37091341	37092564	+	1224	37091341.0
ENSG00000267360	19	37093019	37093152	-	1654	37093152.0
ENSG00000196967	19	37106734	37107695	-	10758	37107695.0
ENSG00000267437	19	37128679	37128832	-	319	37128832.0
ENSG00000245680	19	37181579	37187244	-	7538	37187244.0
ENSG00000188283	19	37217926	37218274	+	8417	37217926.0
ENSG00000226686	19	37251912	37252182	+	2187	37251912.0
ENSG00000267605	19	37265939	37266085	-	2781	37266085.0
ENSG00000181666	19	37312837	37313312	+	7203	37312837.0
ENSG00000276846	19	37314868	37315620	-	753	37315620.0
ENSG00000267682	19	37337236	37337587	+	375	37337236.0
ENSG00000189164	19	37371061	37371226	+	6436	37371061.0
ENSG00000279936	19	37401404	37403846	-	2443	37403846.0
ENSG00000196437	19	37411155	37414419	-	5016	37414419.0
ENSG00000171827	19	37467585	37468044	+	6246	37467585.0
ENSG00000266916	19	37497159	37497592	-	1321	37497592.0
ENSG00000267115	19	37503906	37504465	-	560	37504465.0
ENSG00000188227	19	37506939	37506966	+	12007	37506939.0
ENSG00000180458	19	37545470	37548413	-	3267	37548413.0
ENSG00000267470	19	37548914	37549155	+	4560	37548914.0
ENSG00000171817	19	37551406	37551665	+	4304	37551406.0
ENSG00000180479	19	37554782	37556161	-	6206	37556161.0
ENSG00000120784	19	37613749	37613865	-	7705	37613865.0
ENSG00000196381	19	37667751	37670556	-	3617	37670556.0
ENSG00000267552	19	37689865	37689957	-	785	37689957.0
ENSG00000267319	19	37693280	37693564	-	285	37693564.0
ENSG00000198182	19	37696363	37699895	-	4740	37699895.0
ENSG00000267152	19	37728586	37729784	-	1360	37729784.0
ENSG00000189144	19	37735833	37736014	-	4689	37736014.0
ENSG00000267422	19	37779686	37780023	+	1432	37779686.0
ENSG00000267640	19	37817359	37817726	+	6985	37817359.0
ENSG00000225868	19	37823722	37824717	-	4990	37824717.0
ENSG00000171804	19	37884823	37890276	-	9199	37890276.0
ENSG00000105738	19	37907228	37907358	+	10335	37907228.0
ENSG00000268051	19	37963853	37964282	+	607	37963853.0
ENSG00000268764	19	38108500	38108682	-	328	38108682.0
ENSG00000269653	19	38184376	38186265	+	1890	38184376.0
ENSG00000268499	19	38199836	38200167	+	432	38199836.0
ENSG00000275132	19	38200234	38200532	+	299	38200234.0
ENSG00000011332	19	38211006	38212133	-	4800	38212133.0
ENSG00000167642	19	38244035	38244134	+	5199	38244035.0
ENSG00000167641	19	38251237	38251354	-	1501	38251354.0
ENSG00000267748	19	38289151	38289191	+	546	38289151.0
ENSG00000200209	19	38294544	38294636	+	93	38294544.0
ENSG00000167644	19	38304161	38304283	+	617	38304161.0
ENSG00000167645	19	38305104	38305507	-	3193	38305507.0
ENSG00000099337	19	38319844	38320272	+	6169	38319844.0
ENSG00000099338	19	38335775	38335875	+	9190	38335775.0
ENSG00000266963	19	38361795	38361935	-	472	38361935.0
ENSG00000099341	19	38374536	38374961	+	3105	38374536.0
ENSG00000179168	19	38384265	38384529	-	2447	38384529.0
ENSG00000267090	19	38385522	38385733	+	297	38385522.0
ENSG00000188766	19	38388421	38388807	+	5864	38388421.0
ENSG00000130244	19	38403135	38403218	+	4598	38403135.0
ENSG00000171777	19	38409051	38410096	-	4183	38410096.0
ENSG00000196218	19	38433699	38433874	+	15965	38433699.0
ENSG00000269445	19	38526954	38527067	-	570	38527067.0
ENSG00000268055	19	38535517	38535934	-	552	38535934.0
ENSG00000104814	19	38587641	38587817	-	3953	38587817.0
ENSG00000267291	19	38596346	38596436	+	516	38596346.0
ENSG00000178982	19	38619082	38619327	+	2798	38619082.0
ENSG00000130402	19	38647649	38647907	+	6098	38647649.0
ENSG00000267375	19	38683873	38684008	-	242	38684008.0
ENSG00000182472	19	38730187	38730878	-	5966	38730878.0
ENSG00000267892	19	38738284	38739863	+	1580	38738284.0
ENSG00000205076	19	38770971	38771139	-	795	38771139.0
ENSG00000178934	19	38789211	38789232	+	644	38789211.0
ENSG00000207296	19	38797002	38797109	-	108	38797109.0
ENSG00000171747	19	38801671	38801910	-	2645	38801910.0
ENSG00000104823	19	38815422	38815717	-	2467	38815717.0
ENSG00000268083	19	38817471	38817575	-	963	38817575.0
ENSG00000268756	19	38820166	38820492	+	566	38820166.0
ENSG00000104824	19	38836388	38836780	-	6821	38836780.0
ENSG00000269688	19	38844729	38844934	-	493	38844934.0
ENSG00000187994	19	38867834	38869410	-	4201	38869410.0
ENSG00000269050	19	38870159	38870280	+	504	38870159.0
ENSG00000068903	19	38878555	38879310	-	6224	38879310.0
ENSG00000104825	19	38899700	38899739	+	2324	38899700.0
ENSG00000262484	19	38908980	38909189	-	1057	38909189.0
ENSG00000104835	19	38915266	38915749	-	3231	38915749.0
ENSG00000269547	19	38915404	38915749	-	1967	38915749.0
ENSG00000128626	19	38930548	38930998	+	2144	38930548.0
ENSG00000269486	19	38935297	38938632	-	3336	38938632.0
ENSG00000269190	19	38941401	38942751	-	4960	38942751.0
ENSG00000161243	19	38990714	38990761	-	2833	38990761.0
ENSG00000267992	19	39030436	39030547	+	797	39030436.0
ENSG00000183760	19	39083913	39083957	+	3107	39083913.0
ENSG00000130669	19	39125770	39125879	+	7115	39125770.0
ENSG00000269172	19	39134882	39135204	-	365	39135204.0
ENSG00000188505	19	39196961	39197319	+	1978	39196961.0
ENSG00000179751	19	39202831	39202996	-	573	39202996.0
ENSG00000268510	19	39236433	39236701	-	501	39236701.0
ENSG00000197110	19	39243553	39243730	-	771	39243730.0
ENSG00000272395	19	39246314	39247231	-	1836	39247231.0
ENSG00000213926	19	39254916	39255269	-	354	39255269.0
ENSG00000272311	19	39264382	39264531	+	540	39264382.0
ENSG00000183709	19	39268514	39268578	+	737	39268514.0
ENSG00000182393	19	39296325	39296592	+	857	39296325.0
ENSG00000128011	19	39306568	39308542	-	3381	39308542.0
ENSG00000268262	19	39314651	39315373	-	877	39315373.0
ENSG00000130755	19	39328353	39328548	-	1490	39328548.0
ENSG00000269246	19	39341773	39341945	-	173	39341945.0
ENSG00000179134	19	39342396	39342576	+	8057	39342396.0
ENSG00000241983	19	39369153	39369448	+	296	39369153.0
ENSG00000006712	19	39385852	39386403	-	2668	39386403.0
ENSG00000063322	19	39391303	39391638	+	3835	39391303.0
ENSG00000128016	19	39406813	39406928	+	2010	39406813.0
ENSG00000266559	19	39409623	39409678	-	56	39409678.0
ENSG00000090924	19	39412585	39413412	+	9200	39412585.0
ENSG00000105193	19	39433207	39433418	-	2603	39433418.0
ENSG00000196235	19	39436156	39436177	+	8568	39436156.0
ENSG00000105197	19	39480412	39480961	+	6911	39480412.0
ENSG00000090932	19	39498895	39499043	+	2618	39498895.0
ENSG00000186838	19	39515113	39516021	+	1731	39515113.0
ENSG00000269792	19	39532412	39532848	+	647	39532412.0
ENSG00000176401	19	39530990	39532854	-	1865	39532854.0
ENSG00000269584	19	39534463	39535021	+	559	39534463.0
ENSG00000176396	19	39538705	39540333	-	1629	39540333.0
ENSG00000269588	19	39553034	39553356	+	440	39553034.0
ENSG00000269188	19	39584042	39584188	+	469	39584042.0
ENSG00000244253	19	39588955	39589125	+	171	39588955.0
ENSG00000243581	19	39590981	39591151	+	171	39590981.0
ENSG00000239320	19	39597832	39598002	+	171	39597832.0
ENSG00000105198	19	39602501	39602583	+	711	39602501.0
ENSG00000269519	19	39631300	39631446	-	147	39631446.0
ENSG00000268153	19	39638685	39639968	+	1835	39638685.0
ENSG00000268243	19	39644502	39644612	+	111	39644502.0
ENSG00000249861	19	39655894	39655976	+	679	39655894.0
ENSG00000226025	19	39679374	39679434	+	2570	39679374.0
ENSG00000269460	19	39685244	39685418	+	289	39685244.0
ENSG00000268088	19	39693925	39693960	+	363	39693925.0
ENSG00000240320	19	39697904	39698073	+	170	39697904.0
ENSG00000006659	19	39704306	39704543	+	1079	39704306.0
ENSG00000278813	19	39726030	39726220	-	264	39726220.0
ENSG00000105205	19	39731250	39731505	-	635	39731505.0
ENSG00000213921	19	39776595	39776675	+	671	39776595.0
ENSG00000276445	19	39812972	39813555	-	584	39813555.0
ENSG00000105204	19	39825350	39826086	-	3192	39826086.0
ENSG00000277759	19	39829716	39829802	-	87	39829802.0
ENSG00000105202	19	39834458	39834562	-	2182	39834562.0
ENSG00000275395	19	39863323	39863496	-	12961	39863496.0
ENSG00000187534	19	39943239	39943680	-	442	39943680.0
ENSG00000013275	19	39971005	39971238	+	2387	39971005.0
ENSG00000187187	19	39984134	39984271	+	9007	39984134.0
ENSG00000269069	19	40023384	40024794	-	2039	40024794.0
ENSG00000128000	19	40028260	40036626	-	9217	40036626.0
ENSG00000269749	19	40048757	40048796	-	461	40048796.0
ENSG00000197782	19	40069152	40076209	-	7972	40076209.0
ENSG00000269296	19	40090754	40094406	+	3653	40090754.0
ENSG00000230086	19	40121311	40122168	-	858	40122168.0
ENSG00000130758	19	40191744	40192713	+	4566	40191744.0
ENSG00000174521	19	40216058	40216272	-	2342	40216272.0
ENSG00000105219	19	40222208	40223303	-	2039	40223303.0
ENSG00000105221	19	40230317	40233951	-	15035	40233951.0
ENSG00000205041	19	40273489	40273630	-	1462	40273630.0
ENSG00000207631	19	40282543	40282641	-	99	40282641.0
ENSG00000206674	19	40299478	40299584	-	107	40299584.0
ENSG00000160392	19	40319536	40322376	-	4875	40322376.0
ENSG00000207281	19	40339059	40339164	-	106	40339164.0
ENSG00000206925	19	40342329	40342441	+	113	40342329.0
ENSG00000105223	19	40348456	40348724	+	5184	40348456.0
ENSG00000279759	19	40355842	40360606	+	4765	40355842.0
ENSG00000275652	19	40369846	40369907	+	62	40369846.0
ENSG00000160396	19	40379271	40379769	-	2452	40379769.0
ENSG00000105227	19	40393768	40397970	-	5767	40397970.0
ENSG00000197019	19	40421592	40423546	-	2114	40423546.0
ENSG00000277453	19	40426115	40426702	+	588	40426115.0
ENSG00000167565	19	40440844	40442086	-	2218	40442086.0
ENSG00000268366	19	40443436	40443778	+	558	40443436.0
ENSG00000090013	19	40447789	40448046	-	1665	40448046.0
ENSG00000277510	19	40450225	40450480	+	256	40450225.0
ENSG00000160460	19	40466241	40466311	+	11549	40466241.0
ENSG00000160410	19	40576851	40576985	+	3936	40576851.0
ENSG00000090006	19	40592883	40593181	+	8108	40592883.0
ENSG00000279183	19	40647563	40647937	+	375	40647563.0
ENSG00000105245	19	40665905	40668138	-	5823	40668138.0
ENSG00000123815	19	40691529	40692373	-	5488	40692373.0
ENSG00000223284	19	40708055	40708163	-	109	40708163.0
ENSG00000086544	19	40717103	40718290	+	3385	40717103.0
ENSG00000188493	19	40740856	40741439	-	3375	40741439.0
ENSG00000077312	19	40750637	40750701	+	2361	40750637.0
ENSG00000268975	19	40771648	40772063	+	1229	40771648.0
ENSG00000261857	19	40771648	40772063	+	1304	40771648.0
ENSG00000167578	19	40778216	40778391	+	3931	40778216.0
ENSG00000171570	19	40778242	40778391	+	2589	40778242.0
ENSG00000282951	19	40779780	40779891	-	1103	40779891.0
ENSG00000269858	19	40798996	40799048	+	6577	40798996.0
ENSG00000268797	19	40801297	40801415	+	575	40801297.0
ENSG00000233622	19	40808525	40808707	-	1285	40808707.0
ENSG00000237118	19	40818721	40818903	-	1056	40818903.0
ENSG00000269843	19	40831221	40831577	-	482	40831577.0
ENSG00000279108	19	40840159	40842039	+	1881	40840159.0
ENSG00000255974	19	40843538	40843977	-	2226	40843977.0
ENSG00000198077	19	40875439	40875874	-	2583	40875874.0
ENSG00000130612	19	40890826	40892152	+	2511	40890826.0
ENSG00000198251	19	40908480	40908653	-	641	40908653.0
ENSG00000256612	19	40924219	40924443	+	4064	40924219.0
ENSG00000269353	19	40946347	40946545	+	549	40946347.0
ENSG00000197408	19	40991299	40991476	+	3589	40991299.0
ENSG00000213908	19	41024268	41024436	-	815	41024436.0
ENSG00000268101	19	41050449	41050630	-	1485	41050630.0
ENSG00000271299	19	41073804	41074107	-	304	41074107.0
ENSG00000197838	19	41088472	41088651	+	1739	41088472.0
ENSG00000197446	19	41114432	41114492	+	2994	41114432.0
ENSG00000268529	19	41134722	41134854	+	817	41134722.0
ENSG00000224476	19	41169861	41170166	+	306	41169861.0
ENSG00000264423	19	41190927	41191229	-	303	41191229.0
ENSG00000167600	19	41193049	41193441	+	2874	41193049.0
ENSG00000167601	19	41219203	41219477	+	5154	41219203.0
ENSG00000269652	19	41221426	41221644	-	286	41221644.0
ENSG00000105323	19	41262496	41262582	+	6543	41262496.0
ENSG00000239868	19	41286424	41286693	-	270	41286693.0
ENSG00000105329	19	41301587	41301746	-	3238	41301746.0
ENSG00000142039	19	41310189	41310356	+	3821	41310189.0
ENSG00000255730	19	41350853	41351202	+	2347	41350853.0
ENSG00000142046	19	41350911	41351202	+	2796	41350911.0
ENSG00000123810	19	41354421	41355013	-	1316	41355013.0
ENSG00000277744	19	41373971	41374419	+	449	41373971.0
ENSG00000077348	19	41386374	41386725	-	1488	41386725.0
ENSG00000248098	19	41397460	41397935	+	2602	41397460.0
ENSG00000268987	19	41399372	41399880	+	540	41399372.0
ENSG00000268475	19	41425359	41425550	+	344	41425359.0
ENSG00000177191	19	41425359	41426810	-	1874	41426810.0
ENSG00000105341	19	41431318	41432408	-	4381	41432408.0
ENSG00000277136	19	41442102	41442392	-	291	41442392.0
ENSG00000204978	19	41443158	41443343	+	946	41443158.0
ENSG00000267107	19	41454169	41456487	-	3884	41456487.0
ENSG00000268034	19	41506152	41506898	+	747	41506152.0
ENSG00000269800	19	41521043	41521787	-	894	41521787.0
ENSG00000268355	19	41531206	41531333	+	969	41531206.0
ENSG00000270164	19	41535183	41536900	+	1722	41535183.0
ENSG00000268027	19	41545192	41545196	+	1440	41545192.0
ENSG00000007129	19	41549518	41549552	+	1964	41549518.0
ENSG00000280014	19	41551568	41552274	-	707	41552274.0
ENSG00000239736	19	41599735	41599797	+	1927	41599735.0
ENSG00000269266	19	41605341	41605512	-	302	41605512.0
ENSG00000105352	19	41618971	41619395	-	1364	41619395.0
ENSG00000268997	19	41638569	41638899	-	331	41638899.0
ENSG00000269354	19	41639659	41639859	-	255	41639859.0
ENSG00000268582	19	41652676	41652963	+	288	41652676.0
ENSG00000007306	19	41673307	41674759	-	2649	41674759.0
ENSG00000105388	19	41708585	41708795	+	3351	41708585.0
ENSG00000267881	19	41708612	41708795	+	716	41708612.0
ENSG00000086548	19	41750977	41751222	+	3052	41750977.0
ENSG00000268833	19	41757898	41758081	-	567	41758081.0
ENSG00000170956	19	41796437	41796741	+	3080	41796437.0
ENSG00000269119	19	41829692	41830017	+	947	41829692.0
ENSG00000278239	19	41833686	41835950	-	2265	41835950.0
ENSG00000273111	19	41837074	41837345	-	2165	41837345.0
ENSG00000142025	19	41844743	41845003	+	3389	41844743.0
ENSG00000105372	19	41859918	41860289	+	3805	41859918.0
ENSG00000276926	19	41869627	41869698	+	72	41869627.0
ENSG00000105369	19	41877120	41877383	+	1503	41877120.0
ENSG00000076928	19	41883161	41883289	+	8636	41883161.0
ENSG00000268041	19	41908519	41908676	-	707	41908676.0
ENSG00000105404	19	41956681	41956934	-	1999	41956934.0
ENSG00000105409	19	41966582	41966965	-	5304	41966965.0
ENSG00000105737	19	41998321	41999299	-	5014	41999299.0
ENSG00000105732	19	42068477	42068961	+	4666	42068477.0
ENSG00000028277	19	42086110	42091591	-	9072	42091591.0
ENSG00000254887	19	42132555	42132761	+	897	42132555.0
ENSG00000266226	19	42133445	42133513	-	69	42133513.0
ENSG00000259436	19	42152569	42152706	+	1955	42152569.0
ENSG00000160570	19	42198598	42199829	-	2631	42199829.0
ENSG00000167625	19	42220271	42220387	+	4271	42220271.0
ENSG00000105723	19	42230186	42230867	-	4126	42230867.0
ENSG00000268643	19	42234583	42234678	-	634	42234678.0
ENSG00000279539	19	42242775	42244973	+	2199	42242775.0
ENSG00000105722	19	42247572	42249738	-	3295	42249738.0
ENSG00000079432	19	42268537	42268594	+	9494	42268537.0
ENSG00000079462	19	42297033	42297365	-	1419	42297365.0
ENSG00000188368	19	42302098	42302503	+	2575	42302098.0
ENSG00000167619	19	42313325	42313496	+	2640	42313325.0
ENSG00000105429	19	42325609	42326430	+	11372	42325609.0
